entry_index,page,number,source_headword,pronunciation,variant,audio
168,7,18,violin,violin,1,p07_18_violin.mp3
169,7,19,telegraph,telegraph,1,p07_19_telegraph.mp3
170,7,20,vitamins,vitamins,1,p07_20_vitamins.mp3
171,7,21,storms,storms,1,p07_21_storms.mp3
172,7,22,shoulder,shoulder,1,p07_22_shoulder.mp3
173,7,23,thermometer/thermometre,thermometer,1,p07_23a_thermometer.mp3
173,7,23,thermometer/thermometre,thermometre,2,p07_23b_thermometre.mp3
174,7,24,wire,wire,1,p07_24_wire.mp3
175,7,25,instruments,instruments,1,p07_25_instruments.mp3
176,8,1,tennis,tennis,1,p08_01_tennis.mp3
177,8,2,comets,comets,1,p08_02_comets.mp3
178,8,3,knee,knee,1,p08_03_knee.mp3
179,8,4,festivals,festivals,1,p08_04_festivals.mp3
180,8,5,manager,manager,1,p08_05_manager.mp3
181,8,6,clouds,clouds,1,p08_06_clouds.mp3
182,8,7,survival,survival,1,p08_07_survival.mp3
183,8,8,predictable,predictable,1,p08_08_predictable.mp3
184,8,9,migration,migration,1,p08_09_migration.mp3
185,8,10,blond(e),blond,1,p08_10a_blond.mp3
185,8,10,blond(e),blonde,2,p08_10b_blonde.mp3
186,8,11,jobs,jobs,1,p08_11_jobs.mp3
187,8,12,September,September,1,p08_12_september.mp3
188,8,13,fuel,fuel,1,p08_13_fuel.mp3
189,8,14,gates,gates,1,p08_14_gates.mp3
190,8,15,windows,windows,1,p08_15_windows.mp3
191,8,16,achievement,achievement,1,p08_16_achievement.mp3
192,8,17,furniture,furniture,1,p08_17_furniture.mp3
193,8,18,direction,direction,1,p08_18_direction.mp3
194,8,19,Canadian,Canadian,1,p08_19_canadian.mp3
195,8,20,constant,constant,1,p08_20_constant.mp3
196,8,21,industry,industry,1,p08_21_industry.mp3
197,8,22,advertising,advertising,1,p08_22_advertising.mp3
198,8,23,bay,bay,1,p08_23_bay.mp3
199,8,24,machines,machines,1,p08_24_machines.mp3
200,8,25,textile,textile,1,p08_25_textile.mp3
201,9,1,shopping,shopping,1,p09_01_shopping.mp3
202,9,2,dangerous,dangerous,1,p09_02_dangerous.mp3
203,9,3,guide,guide,1,p09_03_guide.mp3
204,9,4,decrease,decrease,1,p09_04_decrease.mp3
205,9,5,notice,notice,1,p09_05_notice.mp3
206,9,6,humid,humid,1,p09_06_humid.mp3
207,9,7,considerably,considerably,1,p09_07_considerably.mp3
208,9,8,tower,tower,1,p09_08_tower.mp3
209,9,9,leaves,leaves,1,p09_09_leaves.mp3
210,9,10,American,American,1,p09_10_american.mp3
211,9,11,craftsman,craftsman,1,p09_11_craftsman.mp3
212,9,12,student,student,1,p09_12_student.mp3
213,9,13,woodside,woodside,1,p09_13_woodside.mp3
214,9,14,space,space,1,p09_14_space.mp3
215,9,15,research,research,1,p09_15_research.mp3
216,9,16,local,local,1,p09_16_local.mp3
217,9,17,climb,climb,1,p09_17_climb.mp3
218,9,18,environment,environment,1,p09_18_environment.mp3
219,9,19,ticket,ticket,1,p09_19_ticket.mp3
220,9,20,post,post,1,p09_20_post.mp3
221,9,21,garden,garden,1,p09_21_garden.mp3
222,9,22,workshop,workshop,1,p09_22_workshop.mp3
223,9,23,gallery,gallery,1,p09_23_gallery.mp3
224,9,24,university,university,1,p09_24_university.mp3
225,9,25,cottages,cottages,1,p09_25_cottages.mp3
226,10,1,cities,cities,1,p10_01_cities.mp3
227,10,2,newspaper,newspaper,1,p10_02_newspaper.mp3
228,10,3,windy,windy,1,p10_03_windy.mp3
229,10,4,board,board,1,p10_04_board.mp3
230,10,5,shady,shady,1,p10_05_shady.mp3
231,10,6,showroom,showroom,1,p10_06_showroom.mp3
232,10,7,gift,gift,1,p10_07_gift.mp3
233,10,8,ground,ground,1,p10_08_ground.mp3
234,10,9,February,February,1,p10_09_february.mp3
235,10,10,reduce,reduce,1,p10_10_reduce.mp3
236,10,11,tours,tours,1,p10_11_tours.mp3
237,10,12,low,low,1,p10_12_low.mp3
238,10,13,Cafe,Cafe,1,p10_13_cafe.mp3
239,10,14,room,room,1,p10_14_room.mp3
240,10,15,markets,markets,1,p10_15_markets.mp3
241,10,16,coal,coal,1,p10_16_coal.mp3
242,10,17,art,art,1,p10_17_art.mp3
243,10,18,London,London,1,p10_18_london.mp3
244,10,19,museum,museum,1,p10_19_museum.mp3
245,10,20,rectangular,rectangular,1,p10_20_rectangular.mp3
246,10,21,data,data,1,p10_21_data.mp3
247,10,22,gather,gather,1,p10_22_gather.mp3
248,10,23,survey,survey,1,p10_23_survey.mp3
249,10,24,firewood,firewood,1,p10_24_firewood.mp3
250,10,25,variety,variety,1,p10_25_variety.mp3
251,11,1,images,images,1,p11_01_images.mp3
252,11,2,meal,meal,1,p11_02_meal.mp3
253,11,3,distortion,distortion,1,p11_03_distortion.mp3
254,11,4,first,first,1,p11_04_first.mp3
255,11,5,creature,creature,1,p11_05_creature.mp3
256,11,6,movers,movers,1,p11_06_movers.mp3
257,11,7,face,face,1,p11_07_face.mp3
258,11,8,screen,screen,1,p11_08_screen.mp3
259,11,9,bathroom,bathroom,1,p11_09_bathroom.mp3
260,11,10,door,door,1,p11_10_door.mp3
261,11,11,patterns,patterns,1,p11_11_patterns.mp3
262,11,12,plates,plates,1,p11_12_plates.mp3
263,11,13,lunch,lunch,1,p11_13_lunch.mp3
264,11,14,farm,farm,1,p11_14_farm.mp3
265,11,15,paragraph,paragraph,1,p11_15_paragraph.mp3
266,11,16,chat,chat,1,p11_16_chat.mp3
267,11,17,eating,eating,1,p11_17_eating.mp3
268,11,18,laboratory,laboratory,1,p11_18_laboratory.mp3
269,11,19,wings,wings,1,p11_19_wings.mp3
270,11,20,control,control,1,p11_20_control.mp3
271,11,21,accurate,accurate,1,p11_21_accurate.mp3
272,11,22,November,November,1,p11_22_november.mp3
273,11,23,study,study,1,p11_23_study.mp3
274,11,24,noisy,noisy,1,p11_24_noisy.mp3
275,11,25,classical,classical,1,p11_25_classical.mp3
276,12,1,bookshop,bookshop,1,p12_01_bookshop.mp3
277,12,2,skills,skills,1,p12_02_skills.mp3
278,12,3,planned,planned,1,p12_03_planned.mp3
279,12,4,council,council,1,p12_04_council.mp3
280,12,5,three,three,1,p12_05_three.mp3
281,12,6,insects,insects,1,p12_06_insects.mp3
282,12,7,China,China,1,p12_07_china.mp3
283,12,8,combination,combination,1,p12_08_combination.mp3
284,12,9,system,system,1,p12_09_system.mp3
285,12,10,safety,safety,1,p12_10_safety.mp3
286,12,11,garage,garage,1,p12_11_garage.mp3
287,12,12,factory,factory,1,p12_12_factory.mp3
288,12,13,bookstore,bookstore,1,p12_13_bookstore.mp3
289,12,14,leg,leg,1,p12_14_leg.mp3
290,12,15,dark,dark,1,p12_15_dark.mp3
291,12,16,jacket,jacket,1,p12_16_jacket.mp3
292,12,17,June,June,1,p12_17_june.mp3
293,12,18,noon,noon,1,p12_18_noon.mp3
294,12,19,animal,animal,1,p12_19_animal.mp3
295,12,20,priorities,priorities,1,p12_20_priorities.mp3
296,12,21,reliable,reliable,1,p12_21_reliable.mp3
297,12,22,tasks,tasks,1,p12_22_tasks.mp3
298,12,23,class,class,1,p12_23_class.mp3
299,12,24,mid-day/midday,mid-day,1,p12_24a_mid-day.mp3
299,12,24,mid-day/midday,midday,2,p12_24b_midday.mp3
300,12,25,posters,posters,1,p12_25_posters.mp3
301,13,1,balloons,balloons,1,p13_01_balloons.mp3
302,13,2,photos,photos,1,p13_02_photos.mp3
303,13,3,lecture,lecture,1,p13_03_lecture.mp3
304,13,4,academic,academic,1,p13_04_academic.mp3
305,13,5,set,set,1,p13_05_set.mp3
306,13,6,tapes,tapes,1,p13_06_tapes.mp3
307,13,7,unaware,unaware,1,p13_07_unaware.mp3
308,13,8,break,break,1,p13_08_break.mp3
309,13,9,traffic,traffic,1,p13_09_traffic.mp3
310,13,10,residence,residence,1,p13_10_residence.mp3
311,13,11,profit,profit,1,p13_11_profit.mp3
312,13,12,year,year,1,p13_12_year.mp3
313,13,13,forest,forest,1,p13_13_forest.mp3
314,13,14,circle,circle,1,p13_14_circle.mp3
315,13,15,deposit,deposit,1,p13_15_deposit.mp3
316,13,16,monthly,monthly,1,p13_16_monthly.mp3
317,13,17,outdoor,outdoor,1,p13_17_outdoor.mp3
318,13,18,light,light,1,p13_18_light.mp3
319,13,19,parking,parking,1,p13_19_parking.mp3
320,13,20,studio,studio,1,p13_20_studio.mp3
321,13,21,staff,staff,1,p13_21_staff.mp3
322,13,22,family,family,1,p13_22_family.mp3
323,13,23,individual,individual,1,p13_23_individual.mp3
324,13,24,young,young,1,p13_24_young.mp3
325,13,25,suit,suit,1,p13_25_suit.mp3
326,14,1,questionnaire,questionnaire,1,p14_01_questionnaire.mp3
327,14,2,son,son,1,p14_02_son.mp3
328,14,3,education,education,1,p14_03_education.mp3
329,14,4,hall,hall,1,p14_04_hall.mp3
330,14,5,Thursday,Thursday,1,p14_05_thursday.mp3
331,14,6,living,living,1,p14_06_living.mp3
332,14,7,quarter,quarter,1,p14_07_quarter.mp3
333,14,8,facilities,facilities,1,p14_08_facilities.mp3
334,14,9,adult,adult,1,p14_09_adult.mp3
335,14,10,media,media,1,p14_10_media.mp3
336,14,11,press,press,1,p14_11_press.mp3
337,14,12,children,children,1,p14_12_children.mp3
338,14,13,dining,dining,1,p14_13_dining.mp3
339,14,14,office,office,1,p14_14_office.mp3
340,14,15,mass,mass,1,p14_15_mass.mp3
341,14,16,December,December,1,p14_16_december.mp3
342,14,17,coffee,coffee,1,p14_17_coffee.mp3
343,14,18,customers,customers,1,p14_18_customers.mp3
344,14,19,telephone,telephone,1,p14_19_telephone.mp3
345,14,20,specialist,specialist,1,p14_20_specialist.mp3
346,14,21,music,music,1,p14_21_music.mp3
347,14,22,dictionaries,dictionaries,1,p14_22_dictionaries.mp3
348,14,23,illegal,illegal,1,p14_23_illegal.mp3
349,14,24,speech,speech,1,p14_24_speech.mp3
350,14,25,college,college,1,p14_25_college.mp3
351,15,1,door to door,door to door,1,p15_01_door-to-door.mp3
352,15,2,preservation,preservation,1,p15_02_preservation.mp3
353,15,3,stolen,stolen,1,p15_03_stolen.mp3
354,15,4,attitudes,attitudes,1,p15_04_attitudes.mp3
355,15,5,bridge,bridge,1,p15_05_bridge.mp3
356,15,6,sex,sex,1,p15_06_sex.mp3
357,15,7,views,views,1,p15_07_views.mp3
358,15,8,culture,culture,1,p15_08_culture.mp3
359,15,9,creativity,creativity,1,p15_09_creativity.mp3
360,15,10,magic,magic,1,p15_10_magic.mp3
361,15,11,strain,strain,1,p15_11_strain.mp3
362,15,12,repeated,repeated,1,p15_12_repeated.mp3
363,15,13,seventeen,seventeen,1,p15_13_seventeen.mp3
364,15,14,temple,temple,1,p15_14_temple.mp3
365,15,15,fire,fire,1,p15_15_fire.mp3
366,15,16,restaurant,restaurant,1,p15_16_restaurant.mp3
367,15,17,intact,intact,1,p15_17_intact.mp3
368,15,18,answer,answer,1,p15_18_answer.mp3
369,15,19,irrigation,irrigation,1,p15_19_irrigation.mp3
370,15,20,assistant,assistant,1,p15_20_assistant.mp3
371,15,21,northern,northern,1,p15_21_northern.mp3
372,15,22,stress,stress,1,p15_22_stress.mp3
373,15,23,cleaner,cleaner,1,p15_23_cleaner.mp3
374,15,24,history,history,1,p15_24_history.mp3
375,15,25,reserve,reserve,1,p15_25_reserve.mp3
376,16,1,red,red,1,p16_01_red.mp3
377,16,2,lake,lake,1,p16_02_lake.mp3
378,16,3,gender,gender,1,p16_03_gender.mp3
379,16,4,Newtown,Newtown,1,p16_04_newtown.mp3
380,16,5,formal,formal,1,p16_05_formal.mp3
381,16,6,travel,travel,1,p16_06_travel.mp3
382,16,7,flag,flag,1,p16_07_flag.mp3
383,16,8,touching,touching,1,p16_08_touching.mp3
384,16,9,seven-screen,seven-screen,1,p16_09_seven-screen.mp3
385,16,10,station,station,1,p16_10_station.mp3
386,16,11,signed,signed,1,p16_11_signed.mp3
387,16,12,two nu,two nu,1,p16_12_two-nu.mp3
388,16,13,blog,blog,1,p16_13_blog.mp3
389,16,14,confident,confident,1,p16_14_confident.mp3
390,16,15,vision,vision,1,p16_15_vision.mp3
391,16,16,correction,correction,1,p16_16_correction.mp3
392,16,17,balance,balance,1,p16_17_balance.mp3
393,16,18,bank,bank,1,p16_18_bank.mp3
394,16,19,third,third,1,p16_19_third.mp3
395,16,20,sports,sports,1,p16_20_sports.mp3
396,16,21,brother-in-law,brother-in-law,1,p16_21_brother-in-law.mp3
397,16,22,international,international,1,p16_22_international.mp3
398,16,23,star,star,1,p16_23_star.mp3
399,16,24,distance,distance,1,p16_24_distance.mp3
400,16,25,dentist,dentist,1,p16_25_dentist.mp3
401,17,1,bees,bees,1,p17_01_bees.mp3
402,17,2,early,early,1,p17_02_early.mp3
403,17,3,confidence,confidence,1,p17_03_confidence.mp3
404,17,4,salt,salt,1,p17_04_salt.mp3
405,17,5,satisfactory,satisfactory,1,p17_05_satisfactory.mp3
406,17,6,string,string,1,p17_06_string.mp3
407,17,7,piece,piece,1,p17_07_piece.mp3
408,17,8,April,April,1,p17_08_april.mp3
409,17,9,floor,floor,1,p17_09_floor.mp3
410,17,10,bed,bed,1,p17_10_bed.mp3
411,17,11,care,care,1,p17_11_care.mp3
412,17,12,sense,sense,1,p17_12_sense.mp3
413,17,13,smell,smell,1,p17_13_smell.mp3
414,17,14,passport,passport,1,p17_14_passport.mp3
415,17,15,people,people,1,p17_15_people.mp3
416,17,16,units,units,1,p17_16_units.mp3
417,17,17,move,move,1,p17_17_move.mp3
418,17,18,brakes,brakes,1,p17_18_brakes.mp3
419,17,19,fingers,fingers,1,p17_19_fingers.mp3
420,17,20,term,term,1,p17_20_term.mp3
421,17,21,crisis,crisis,1,p17_21_crisis.mp3
422,17,22,design,design,1,p17_22_design.mp3
423,17,23,deliveries,deliveries,1,p17_23_deliveries.mp3
424,17,24,safe,safe,1,p17_24_safe.mp3
425,17,25,crystals,crystals,1,p17_25_crystals.mp3
426,18,1,full-time,full-time,1,p18_01_full-time.mp3
427,18,2,best,best,1,p18_02_best.mp3
428,18,3,intensive,intensive,1,p18_03_intensive.mp3
429,18,4,wheels,wheels,1,p18_04_wheels.mp3
430,18,5,topic,topic,1,p18_05_topic.mp3
431,18,6,politics,politics,1,p18_06_politics.mp3
432,18,7,measurement,measurement,1,p18_07_measurement.mp3
433,18,8,minibus,minibus,1,p18_08_minibus.mp3
434,18,9,car,car,1,p18_09_car.mp3
435,18,10,nursing,nursing,1,p18_10_nursing.mp3
436,18,11,rock,rock,1,p18_11_rock.mp3
437,18,12,bottom,bottom,1,p18_12_bottom.mp3
438,18,13,sharp,sharp,1,p18_13_sharp.mp3
439,18,14,learn,learn,1,p18_14_learn.mp3
440,18,15,money,money,1,p18_15_money.mp3
441,18,16,computers,computers,1,p18_16_computers.mp3
442,18,17,graphic,graphic,1,p18_17_graphic.mp3
443,18,18,investments,investments,1,p18_18_investments.mp3
444,18,19,management,management,1,p18_19_management.mp3
445,18,20,size,size,1,p18_20_size.mp3
446,18,21,statement,statement,1,p18_21_statement.mp3
447,18,22,tail,tail,1,p18_22_tail.mp3
448,18,23,wide,wide,1,p18_23_wide.mp3
449,18,24,route,route,1,p18_24_route.mp3
450,18,25,modules,modules,1,p18_25_modules.mp3
451,19,1,taxi,taxi,1,p19_01_taxi.mp3
452,19,2,entertainment,entertainment,1,p19_02_entertainment.mp3
453,19,3,tidy,tidy,1,p19_03_tidy.mp3
454,19,4,attack,attack,1,p19_04_attack.mp3
455,19,5,thirty,thirty,1,p19_05_thirty.mp3
456,19,6,male,male,1,p19_06_male.mp3
457,19,7,store,store,1,p19_07_store.mp3
458,19,8,jazz,jazz,1,p19_08_jazz.mp3
459,19,9,textbooks,textbooks,1,p19_09_textbooks.mp3
460,19,10,concerts,concerts,1,p19_10_concerts.mp3
461,19,11,secondary,secondary,1,p19_11_secondary.mp3
462,19,12,viewpoint,viewpoint,1,p19_12_viewpoint.mp3
463,19,13,opera,opera,1,p19_13_opera.mp3
464,19,14,purpose,purpose,1,p19_14_purpose.mp3
465,19,15,water,water,1,p19_15_water.mp3
466,19,16,sand,sand,1,p19_16_sand.mp3
467,19,17,Scotland,Scotland,1,p19_17_scotland.mp3
468,19,18,outside,outside,1,p19_18_outside.mp3
469,19,19,cheque,cheque,1,p19_19_cheque.mp3
470,19,20,disease,disease,1,p19_20_disease.mp3
471,19,21,detail,detail,1,p19_21_detail.mp3
472,19,22,conference,conference,1,p19_22_conference.mp3
473,19,23,wealthy,wealthy,1,p19_23_wealthy.mp3
474,19,24,south,south,1,p19_24_south.mp3
475,19,25,interview,interview,1,p19_25_interview.mp3
476,20,1,security,security,1,p20_01_security.mp3
477,20,2,meetings,meetings,1,p20_02_meetings.mp3
478,20,3,page,page,1,p20_03_page.mp3
479,20,4,main,main,1,p20_04_main.mp3
480,20,5,house,house,1,p20_05_house.mp3
481,20,6,assumptions,assumptions,1,p20_06_assumptions.mp3
482,20,7,prince,prince,1,p20_07_prince.mp3
483,20,8,check,check,1,p20_08_check.mp3
484,20,9,primary,primary,1,p20_09_primary.mp3
485,20,10,back,back,1,p20_10_back.mp3
486,20,11,overdue,overdue,1,p20_11_overdue.mp3
487,20,12,book,book,1,p20_12_book.mp3
488,20,13,working,working,1,p20_13_working.mp3
489,20,14,day,day,1,p20_14_day.mp3
490,20,15,seven,seven,1,p20_15_seven.mp3
491,20,16,pack,pack,1,p20_16_pack.mp3
492,20,17,tax,tax,1,p20_17_tax.mp3
493,20,18,female,female,1,p20_18_female.mp3
494,20,19,diet,diet,1,p20_19_diet.mp3
495,20,20,fifteen,fifteen,1,p20_20_fifteen.mp3
496,20,21,human,human,1,p20_21_human.mp3
497,20,22,leadership,leadership,1,p20_22_leadership.mp3
498,20,23,wait,wait,1,p20_23_wait.mp3
499,20,24,cab,cab,1,p20_24_cab.mp3
500,20,25,clay,clay,1,p20_25_clay.mp3
501,21,1,stamps,stamps,1,p21_01_stamps.mp3
502,21,2,meditation,meditation,1,p21_02_meditation.mp3
503,21,3,language,language,1,p21_03_language.mp3
504,21,4,behavior/behaviour,behavior,1,p21_04a_behavior.mp3
504,21,4,behavior/behaviour,behaviour,2,p21_04b_behaviour.mp3
505,21,5,breathing,breathing,1,p21_05_breathing.mp3
506,21,6,vocabulary,vocabulary,1,p21_06_vocabulary.mp3
507,21,7,appointment,appointment,1,p21_07_appointment.mp3
508,21,8,control,control,1,p21_08_control.mp3
509,21,9,duck,duck,1,p21_09_duck.mp3
510,21,10,teenagers,teenagers,1,p21_10_teenagers.mp3
511,21,11,father,father,1,p21_11_father.mp3
512,21,12,crime,crime,1,p21_12_crime.mp3
513,21,13,beginners,beginners,1,p21_13_beginners.mp3
514,21,14,complex,complex,1,p21_14_complex.mp3
515,21,15,silent,silent,1,p21_15_silent.mp3
516,21,16,nature,nature,1,p21_16_nature.mp3
517,21,17,temporary,temporary,1,p21_17_temporary.mp3
518,21,18,podcast,podcast,1,p21_18_podcast.mp3
519,21,19,lively,lively,1,p21_19_lively.mp3
520,21,20,butterflies,butterflies,1,p21_20_butterflies.mp3
521,21,21,Africa,Africa,1,p21_21_africa.mp3
522,21,22,talk,talk,1,p21_22_talk.mp3
523,21,23,injury,injury,1,p21_23_injury.mp3
524,21,24,political,political,1,p21_24_political.mp3
525,21,25,bike,bike,1,p21_25_bike.mp3
526,22,1,youth,youth,1,p22_01_youth.mp3
527,22,2,fountain,fountain,1,p22_02_fountain.mp3
528,22,3,destruction,destruction,1,p22_03_destruction.mp3
529,22,4,maths/math,maths,1,p22_04a_maths.mp3
529,22,4,maths/math,math,2,p22_04b_math.mp3
530,22,5,location,location,1,p22_05_location.mp3
531,22,6,Tuesday,Tuesday,1,p22_06_tuesday.mp3
532,22,7,night,night,1,p22_07_night.mp3
533,22,8,transportation,transportation,1,p22_08_transportation.mp3
534,22,9,tea,tea,1,p22_09_tea.mp3
535,22,10,taxation,taxation,1,p22_10_taxation.mp3
536,22,11,finance,finance,1,p22_11_finance.mp3
537,22,12,smile,smile,1,p22_12_smile.mp3
538,22,13,slaves,slaves,1,p22_13_slaves.mp3
539,22,14,movement,movement,1,p22_14_movement.mp3
540,22,15,jeans,jeans,1,p22_15_jeans.mp3
541,22,16,recording,recording,1,p22_16_recording.mp3
542,22,17,website,website,1,p22_17_website.mp3
543,22,18,photograph,photograph,1,p22_18_photograph.mp3
544,22,19,village,village,1,p22_19_village.mp3
545,22,20,rainwear,rainwear,1,p22_20_rainwear.mp3
546,22,21,senior,senior,1,p22_21_senior.mp3
547,22,22,request,request,1,p22_22_request.mp3
548,22,23,southern,southern,1,p22_23_southern.mp3
549,22,24,white,white,1,p22_24_white.mp3
550,22,25,ports,ports,1,p22_25_ports.mp3
551,23,1,dinner,dinner,1,p23_01_dinner.mp3
552,23,2,July,July,1,p23_02_july.mp3
553,23,3,slang,slang,1,p23_03_slang.mp3
554,23,4,ship,ship,1,p23_04_ship.mp3
555,23,5,teaching,teaching,1,p23_05_teaching.mp3
556,23,6,outline,outline,1,p23_06_outline.mp3
557,23,7,editing,editing,1,p23_07_editing.mp3
558,23,8,incineration,incineration,1,p23_08_incineration.mp3
559,23,9,experiment,experiment,1,p23_09_experiment.mp3
560,23,10,hair,hair,1,p23_10_hair.mp3
561,23,11,long,long,1,p23_11_long.mp3
562,23,12,science,science,1,p23_12_science.mp3
563,23,13,discussion,discussion,1,p23_13_discussion.mp3
564,23,14,cooperating,cooperating,1,p23_14_cooperating.mp3
565,23,15,automatic,automatic,1,p23_15_automatic.mp3
566,23,16,current,current,1,p23_16_current.mp3
567,23,17,ocean,ocean,1,p23_17_ocean.mp3
568,23,18,pollution,pollution,1,p23_18_pollution.mp3
569,23,19,teachers,teachers,1,p23_19_teachers.mp3
570,23,20,litre/liter,litre,1,p23_20a_litre.mp3
570,23,20,litre/liter,liter,2,p23_20b_liter.mp3
571,23,21,platform,platform,1,p23_21_platform.mp3
572,23,22,half,half,1,p23_22_half.mp3
573,23,23,sky,sky,1,p23_23_sky.mp3
574,23,24,credit,credit,1,p23_24_credit.mp3
575,23,25,references,references,1,p23_25_references.mp3
576,24,1,messages,messages,1,p24_01_messages.mp3
577,24,2,hospital,hospital,1,p24_02_hospital.mp3
578,24,3,May,May,1,p24_03_may.mp3
579,24,4,cooperation,cooperation,1,p24_04_cooperation.mp3
580,24,5,country,country,1,p24_05_country.mp3
581,24,6,weather,weather,1,p24_06_weather.mp3
582,24,7,standard,standard,1,p24_07_standard.mp3
583,24,8,complete,complete,1,p24_08_complete.mp3
584,24,9,baths,baths,1,p24_09_baths.mp3
585,24,10,persuading,persuading,1,p24_10_persuading.mp3
586,24,11,course,course,1,p24_11_course.mp3
587,24,12,second,second,1,p24_12_second.mp3
588,24,13,doctor,doctor,1,p24_13_doctor.mp3
589,24,14,litter,litter,1,p24_14_litter.mp3
590,24,15,reasonable,reasonable,1,p24_15_reasonable.mp3
591,24,16,support,support,1,p24_16_support.mp3
592,24,17,journalist,journalist,1,p24_17_journalist.mp3
593,24,18,return,return,1,p24_18_return.mp3
594,24,19,handouts,handouts,1,p24_19_handouts.mp3
595,24,20,written,written,1,p24_20_written.mp3
596,24,21,work,work,1,p24_21_work.mp3
597,24,22,technical,technical,1,p24_22_technical.mp3
598,24,23,lion,lion,1,p24_23_lion.mp3
599,24,24,desert,desert,1,p24_24_desert.mp3
600,24,25,drop-off,drop-off,1,p24_25_drop-off.mp3
601,25,1,consumption,consumption,1,p25_01_consumption.mp3
602,25,2,hostel,hostel,1,p25_02_hostel.mp3
603,25,3,curved,curved,1,p25_03_curved.mp3
604,25,4,toothpaste,toothpaste,1,p25_04_toothpaste.mp3
605,25,5,damp,damp,1,p25_05_damp.mp3
606,25,6,cinema,cinema,1,p25_06_cinema.mp3
607,25,7,disabled,disabled,1,p25_07_disabled.mp3
608,25,8,fertilizer/fertiliser,fertilizer,1,p25_08a_fertilizer.mp3
608,25,8,fertilizer/fertiliser,fertiliser,2,p25_08b_fertiliser.mp3
609,25,9,nutrients,nutrients,1,p25_09_nutrients.mp3
610,25,10,canal,canal,1,p25_10_canal.mp3
611,25,11,growth,growth,1,p25_11_growth.mp3
612,25,12,box,box,1,p25_12_box.mp3
613,25,13,observation,observation,1,p25_13_observation.mp3
614,25,14,rubber,rubber,1,p25_14_rubber.mp3
615,25,15,weight,weight,1,p25_15_weight.mp3
616,25,16,curtains,curtains,1,p25_16_curtains.mp3
617,25,17,dry,dry,1,p25_17_dry.mp3
618,25,18,bird,bird,1,p25_18_bird.mp3
619,25,19,flowers,flowers,1,p25_19_flowers.mp3
620,25,20,waiter,waiter,1,p25_20_waiter.mp3
621,25,21,river,river,1,p25_21_river.mp3
622,25,22,software,software,1,p25_22_software.mp3
623,25,23,tiger,tiger,1,p25_23_tiger.mp3
624,25,24,acid,acid,1,p25_24_acid.mp3
625,25,25,crying,crying,1,p25_25_crying.mp3
626,26,1,grass,grass,1,p26_01_grass.mp3
627,26,2,scarf,scarf,1,p26_02_scarf.mp3
628,26,3,number,number,1,p26_03_number.mp3
629,26,4,society,society,1,p26_04_society.mp3
630,26,5,uniform,uniform,1,p26_05_uniform.mp3
631,26,6,patient,patient,1,p26_06_patient.mp3
632,26,7,emotions,emotions,1,p26_07_emotions.mp3
633,26,8,yellow,yellow,1,p26_08_yellow.mp3
634,26,9,mushrooms,mushrooms,1,p26_09_mushrooms.mp3
635,26,10,comfortable,comfortable,1,p26_10_comfortable.mp3
636,26,11,gloves,gloves,1,p26_11_gloves.mp3
637,26,12,analysis,analysis,1,p26_12_analysis.mp3
638,26,13,flute,flute,1,p26_13_flute.mp3
639,26,14,lockers,lockers,1,p26_14_lockers.mp3
640,26,15,monkeys,monkeys,1,p26_15_monkeys.mp3
641,26,16,flooding,flooding,1,p26_16_flooding.mp3
642,26,17,actor,actor,1,p26_17_actor.mp3
643,26,18,feeling,feeling,1,p26_18_feeling.mp3
644,26,19,hard,hard,1,p26_19_hard.mp3
645,26,20,sugar,sugar,1,p26_20_sugar.mp3
646,26,21,roots,roots,1,p26_21_roots.mp3
647,26,22,moist,moist,1,p26_22_moist.mp3
648,26,23,dancing,dancing,1,p26_23_dancing.mp3
649,26,24,wet,wet,1,p26_24_wet.mp3
650,26,25,income,income,1,p26_25_income.mp3
651,27,1,personality,personality,1,p27_01_personality.mp3
652,27,2,ice,ice,1,p27_02_ice.mp3
653,27,3,endangered,endangered,1,p27_03_endangered.mp3
654,27,4,friend,friend,1,p27_04_friend.mp3
655,27,5,aspirations,aspirations,1,p27_05_aspirations.mp3
656,27,6,test,test,1,p27_06_test.mp3
657,27,7,attention,attention,1,p27_07_attention.mp3
658,27,8,development,development,1,p27_08_development.mp3
659,27,9,conservation,conservation,1,p27_09_conservation.mp3
660,27,10,structures,structures,1,p27_10_structures.mp3
661,27,11,map,map,1,p27_11_map.mp3
662,27,12,east,east,1,p27_12_east.mp3
663,27,13,decline,decline,1,p27_13_decline.mp3
664,27,14,dog,dog,1,p27_14_dog.mp3
665,27,15,name,name,1,p27_15_name.mp3
666,27,16,choose,choose,1,p27_16_choose.mp3
667,27,17,cooker,cooker,1,p27_17_cooker.mp3
668,27,18,character,character,1,p27_18_character.mp3
669,27,19,fence,fence,1,p27_19_fence.mp3
670,27,20,frequency,frequency,1,p27_20_frequency.mp3
671,27,21,games,games,1,p27_21_games.mp3
672,27,22,ambitions,ambitions,1,p27_22_ambitions.mp3
673,27,23,brain,brain,1,p27_23_brain.mp3
674,27,24,self,self,1,p27_24_self.mp3
675,27,25,price,price,1,p27_25_price.mp3
676,28,1,race,race,1,p28_01_race.mp3
677,28,2,memory,memory,1,p28_02_memory.mp3
678,28,3,solar,solar,1,p28_03_solar.mp3
